Timestamp,TransactionID,AccountID,Amount,Merchant,TransactionType,Location,Hour,DayOfWeek,IsHighAmount,AnomalyScore,Anomaly
2023-04-28 00:15:00,TXN1214,ACC7,4082.64,MerchantF,Withdrawal,Los Angeles,0.0,Friday,False,-0.03527026982289039,1
2023-01-11 01:19:00,TXN475,ACC3,97658.98,MerchantF,Withdrawal,Los Angeles,1.0,Wednesday,True,-0.03497908012991413,1
2023-01-04 00:27:00,TXN1441,ACC7,4481.75,MerchantF,Withdrawal,Los Angeles,0.0,Wednesday,False,-0.03481255397403227,1
2023-05-05 00:51:00,TXN1164,ACC15,99199.52,MerchantH,Withdrawal,Tokyo,0.0,Friday,True,-0.03463082852324395,1
2023-02-11 00:12:00,TXN1002,ACC1,98518.97,MerchantH,Withdrawal,Tokyo,0.0,Saturday,True,-0.03463082852324395,1
2023-03-04 00:48:00,TXN198,ACC13,97211.22,MerchantH,Withdrawal,Tokyo,0.0,Saturday,True,-0.03463082852324395,1
2023-03-16 00:39:00,TXN63,ACC4,99437.71,MerchantH,Withdrawal,Tokyo,0.0,Thursday,True,-0.03463082852324395,1
2023-04-05 02:17:00,TXN1970,ACC2,1525.23,MerchantF,Withdrawal,Los Angeles,2.0,Wednesday,False,-0.03311588583600322,1
2023-02-19 01:19:00,TXN204,ACC7,93671.71,MerchantF,Withdrawal,Los Angeles,1.0,Sunday,False,-0.03273149136035147,1
2023-05-19 01:52:00,TXN644,ACC6,93054.74,MerchantF,Withdrawal,Los Angeles,1.0,Friday,False,-0.03273149136035147,1
2023-01-05 00:13:00,TXN635,ACC5,96179.53,MerchantH,Withdrawal,Tokyo,0.0,Thursday,True,-0.0324774173891591,1
2023-01-15 00:43:00,TXN538,ACC9,7172.38,MerchantF,Withdrawal,Los Angeles,0.0,Sunday,False,-0.03223208741350603,1
2023-05-28 00:39:00,TXN406,ACC12,94847.05,MerchantH,Withdrawal,Tokyo,0.0,Sunday,False,-0.03210018522240243,1
2023-02-15 01:29:00,TXN94,ACC1,91759.12,MerchantF,Withdrawal,Los Angeles,1.0,Wednesday,False,-0.0319769385972023,1
2023-03-09 23:04:00,TXN736,ACC12,1168.03,MerchantG,Withdrawal,Los Angeles,23.0,Thursday,False,-0.03151839497789721,1
2023-02-23 23:24:00,TXN747,ACC1,477.82,MerchantI,Withdrawal,San Francisco,23.0,Thursday,False,-0.031485456178519056,1
2023-04-11 02:25:00,TXN832,ACC1,98956.11,MerchantF,Withdrawal,Los Angeles,2.0,Tuesday,True,-0.031078188747213686,1
2023-01-05 02:33:00,TXN1525,ACC1,98908.94,MerchantF,Withdrawal,Los Angeles,2.0,Thursday,True,-0.031078188747213686,1
2023-01-31 00:36:00,TXN584,ACC1,1146.65,MerchantE,Withdrawal,San Francisco,0.0,Tuesday,False,-0.031024577444493162,1
2023-02-03 00:07:00,TXN498,ACC14,92428.28,MerchantH,Withdrawal,Tokyo,0.0,Friday,False,-0.03097001889476625,1
2023-03-26 00:14:00,TXN230,ACC13,93023.31,MerchantH,Withdrawal,Tokyo,0.0,Sunday,False,-0.03097001889476625,1
2023-04-16 21:41:00,TXN257,ACC4,1058.77,MerchantF,Withdrawal,Los Angeles,21.0,Sunday,False,-0.030949347621922474,1
2023-05-02 23:08:00,TXN981,ACC10,395.49,MerchantJ,Withdrawal,Los Angeles,23.0,Tuesday,False,-0.03090240060650895,1
2023-03-07 00:12:00,TXN1541,ACC6,88757.45,MerchantF,Withdrawal,Los Angeles,0.0,Tuesday,False,-0.030624029492924976,1
2023-01-28 00:10:00,TXN1412,ACC8,1741.0,MerchantE,Withdrawal,San Francisco,0.0,Saturday,False,-0.030272332868496843,1
2023-04-07 01:46:00,TXN1768,ACC5,99723.07,MerchantF,Withdrawal,San Francisco,1.0,Friday,True,-0.03027069781232694,1
2023-02-13 01:33:00,TXN1983,ACC2,99186.14,MerchantF,Withdrawal,San Francisco,1.0,Monday,True,-0.03027069781232694,1
2023-01-22 00:14:00,TXN1421,ACC12,98993.15,MerchantE,Transfer,Los Angeles,0.0,Sunday,True,-0.030141464941444318,1
2023-05-12 00:42:00,TXN1977,ACC9,97680.41,MerchantE,Transfer,Los Angeles,0.0,Friday,True,-0.030141464941444318,1
2023-03-31 00:38:00,TXN1235,ACC6,99951.26,MerchantE,Transfer,Los Angeles,0.0,Friday,True,-0.030141464941444318,1
2023-04-03 00:37:00,TXN1652,ACC5,99239.29,MerchantE,Transfer,Los Angeles,0.0,Monday,True,-0.030141464941444318,1
2023-02-01 00:21:00,TXN1019,ACC14,95211.34,MerchantE,Transfer,Los Angeles,0.0,Wednesday,True,-0.030141464941444318,1
2023-04-03 00:52:00,TXN24,ACC8,96489.21,MerchantE,Transfer,Los Angeles,0.0,Monday,True,-0.030141464941444318,1
2023-03-09 00:42:00,TXN966,ACC9,97357.48,MerchantE,Transfer,Los Angeles,0.0,Thursday,True,-0.030141464941444318,1
2023-01-04 00:16:00,TXN441,ACC10,96369.08,MerchantE,Transfer,Los Angeles,0.0,Wednesday,True,-0.030141464941444318,1
2023-03-01 00:07:00,TXN211,ACC8,99287.63,MerchantE,Transfer,Los Angeles,0.0,Wednesday,True,-0.030141464941444318,1
2023-01-30 00:49:00,TXN358,ACC3,95557.02,MerchantF,Withdrawal,San Francisco,0.0,Monday,True,-0.030052056287520723,1
2023-02-27 00:21:00,TXN1306,ACC3,88978.84,MerchantH,Transfer,Tokyo,0.0,Monday,False,-0.029972291629004055,1
2023-03-26 23:36:00,TXN1309,ACC6,99434.09,MerchantH,Transfer,Tokyo,23.0,Sunday,True,-0.029867181286286737,1
2023-03-09 23:40:00,TXN1385,ACC2,97616.92,MerchantH,Transfer,Tokyo,23.0,Thursday,True,-0.029867181286286737,1
2023-01-05 00:47:00,TXN1428,ACC13,93779.12,MerchantF,Withdrawal,San Francisco,0.0,Thursday,False,-0.02967646453189199,1
2023-01-18 00:55:00,TXN1239,ACC15,1160.2,MerchantH,Withdrawal,Los Angeles,0.0,Wednesday,False,-0.029537017125938148,1
2023-02-13 00:38:00,TXN753,ACC3,1295.54,MerchantH,Withdrawal,Los Angeles,0.0,Monday,False,-0.029537017125938148,1
2023-03-09 00:19:00,TXN468,ACC12,1142.62,MerchantH,Withdrawal,Los Angeles,0.0,Thursday,False,-0.029537017125938148,1
2023-05-16 00:44:00,TXN1063,ACC3,94919.85,MerchantE,Transfer,Los Angeles,0.0,Tuesday,False,-0.02939041456095781,1
2023-02-12 23:25:00,TXN1257,ACC13,959.19,MerchantE,Transfer,Los Angeles,23.0,Sunday,False,-0.02924343427013798,1
2023-04-14 03:02:00,TXN1996,ACC2,99420.51,MerchantF,Withdrawal,Los Angeles,3.0,Friday,True,-0.02921220818178949,1
2023-04-13 00:38:00,TXN487,ACC6,98713.67,MerchantG,Withdrawal,Tokyo,0.0,Thursday,True,-0.029171303798031012,1
2023-05-08 00:35:00,TXN903,ACC14,95947.03,MerchantG,Withdrawal,Tokyo,0.0,Monday,True,-0.029171303798031012,1
2023-03-22 00:14:00,TXN1594,ACC1,96489.68,MerchantG,Withdrawal,Tokyo,0.0,Wednesday,True,-0.029171303798031012,1
2023-04-11 00:49:00,TXN1622,ACC11,95170.87,MerchantG,Withdrawal,Tokyo,0.0,Tuesday,True,-0.029171303798031012,1
2023-02-07 00:35:00,TXN1937,ACC3,99256.45,MerchantH,Withdrawal,Los Angeles,0.0,Tuesday,True,-0.028882936293569084,1
2023-04-22 01:30:00,TXN1141,ACC10,98784.78,MerchantH,Withdrawal,Tokyo,1.0,Saturday,True,-0.02885631604454797,1
2023-03-12 02:48:00,TXN922,ACC3,97959.91,MerchantF,Withdrawal,Los Angeles,2.0,Sunday,True,-0.028746965359858545,1
2023-03-30 23:17:00,TXN81,ACC5,92300.61,MerchantH,Transfer,Tokyo,23.0,Thursday,False,-0.028741542821574928,1
2023-02-05 23:36:00,TXN1976,ACC2,1031.84,MerchantH,Withdrawal,Los Angeles,23.0,Sunday,False,-0.028709994672083128,1
2023-05-26 21:09:00,TXN1818,ACC9,52.38,MerchantE,Withdrawal,Los Angeles,21.0,Friday,False,-0.028684003102847466,1
2023-02-10 21:31:00,TXN209,ACC10,562.29,MerchantE,Withdrawal,Los Angeles,21.0,Friday,False,-0.028684003102847466,1
2023-03-22 21:13:00,TXN1228,ACC9,397.8,MerchantE,Withdrawal,Los Angeles,21.0,Wednesday,False,-0.028684003102847466,1
2023-05-02 21:04:00,TXN329,ACC2,110.81,MerchantE,Withdrawal,Los Angeles,21.0,Tuesday,False,-0.028684003102847466,1
2023-02-14 23:47:00,TXN529,ACC5,2170.1,MerchantE,Withdrawal,Los Angeles,23.0,Tuesday,False,-0.028626793289925012,1
2023-02-20 00:59:00,TXN1451,ACC7,95967.07,MerchantH,Purchase,Tokyo,0.0,Monday,True,-0.028475463258005318,1
2023-03-11 23:25:00,TXN384,ACC4,1387.61,MerchantH,Transfer,Tokyo,23.0,Saturday,False,-0.028308182306630347,1
2023-05-23 23:26:00,TXN1523,ACC2,91596.93,MerchantH,Transfer,Tokyo,23.0,Tuesday,False,-0.028289158145573756,1
2023-01-23 23:48:00,TXN699,ACC7,91561.88,MerchantH,Transfer,Tokyo,23.0,Monday,False,-0.028289158145573756,1
2023-03-17 23:06:00,TXN752,ACC9,91813.51,MerchantH,Transfer,Tokyo,23.0,Friday,False,-0.028289158145573756,1
2023-05-16 23:09:00,TXN887,ACC5,5973.06,MerchantF,Withdrawal,Los Angeles,23.0,Tuesday,False,-0.0282215559827661,1
2023-05-03 23:57:00,TXN1968,ACC8,6293.66,MerchantF,Withdrawal,Los Angeles,23.0,Wednesday,False,-0.0282215559827661,1
2023-01-08 00:22:00,TXN258,ACC12,99202.28,MerchantH,Purchase,Tokyo,0.0,Sunday,True,-0.02810093784286849,1
2023-02-10 00:49:00,TXN866,ACC12,765.2,MerchantE,Transfer,Los Angeles,0.0,Friday,False,-0.02809868929438597,1
2023-02-25 01:51:00,TXN1419,ACC8,97881.55,MerchantF,Withdrawal,San Francisco,1.0,Saturday,True,-0.027942858032869333,1
2023-02-24 00:14:00,TXN1364,ACC9,2321.33,MerchantE,Withdrawal,San Francisco,0.0,Friday,False,-0.027899292192797964,1
2023-02-10 00:25:00,TXN1488,ACC4,2722.78,MerchantE,Withdrawal,San Francisco,0.0,Friday,False,-0.027899292192797964,1
2023-02-03 23:25:00,TXN1513,ACC5,5621.3,MerchantF,Withdrawal,Los Angeles,23.0,Friday,False,-0.027847202299714602,1
2023-05-02 00:24:00,TXN1320,ACC5,87847.29,MerchantF,Withdrawal,Los Angeles,0.0,Tuesday,False,-0.027837628053202668,1
2023-02-13 01:21:00,TXN1563,ACC5,3502.24,MerchantF,Withdrawal,Los Angeles,1.0,Monday,False,-0.027795430906354834,1
2023-05-15 01:21:00,TXN1966,ACC8,3643.23,MerchantF,Withdrawal,Los Angeles,1.0,Monday,False,-0.027795430906354834,1
2023-02-08 01:44:00,TXN1053,ACC2,694.0,MerchantE,Withdrawal,San Francisco,1.0,Wednesday,False,-0.027718098636143607,1
2023-01-26 00:57:00,TXN416,ACC6,91910.12,MerchantG,Withdrawal,Tokyo,0.0,Thursday,False,-0.027672840691908895,1
2023-03-12 01:14:00,TXN1908,ACC3,95996.56,MerchantH,Transfer,Tokyo,1.0,Sunday,True,-0.027608903735650614,1
2023-01-22 01:13:00,TXN1251,ACC8,99904.6,MerchantH,Transfer,Tokyo,1.0,Sunday,True,-0.027608903735650614,1
2023-05-15 06:19:00,TXN359,ACC2,103.01,MerchantF,Withdrawal,Los Angeles,6.0,Monday,False,-0.027451262377354957,1
2023-02-14 20:27:00,TXN11,ACC13,1099.32,MerchantE,Withdrawal,Los Angeles,20.0,Tuesday,False,-0.027438040520322282,1
2023-05-04 20:33:00,TXN66,ACC8,733.88,MerchantE,Withdrawal,Los Angeles,20.0,Thursday,False,-0.027438040520322282,1
2023-01-15 00:19:00,TXN1692,ACC4,868.69,MerchantC,Withdrawal,Los Angeles,0.0,Sunday,False,-0.027360956763286315,1
2023-02-10 00:17:00,TXN1392,ACC1,759.26,MerchantC,Withdrawal,Los Angeles,0.0,Friday,False,-0.027360956763286315,1
2023-02-12 04:19:00,TXN7,ACC1,97156.17,MerchantF,Withdrawal,Los Angeles,4.0,Sunday,True,-0.027331196289977044,1
2023-05-18 23:20:00,TXN18,ACC10,96749.68,MerchantF,Withdrawal,Los Angeles,23.0,Thursday,True,-0.027322045213885482,1
2023-01-24 23:33:00,TXN650,ACC10,96653.72,MerchantF,Withdrawal,Los Angeles,23.0,Tuesday,True,-0.027322045213885482,1
2023-01-24 23:43:00,TXN83,ACC1,97798.87,MerchantF,Withdrawal,Los Angeles,23.0,Tuesday,True,-0.027322045213885482,1
2023-05-04 23:42:00,TXN161,ACC13,94846.21,MerchantF,Withdrawal,Los Angeles,23.0,Thursday,False,-0.027322045213885482,1
2023-02-16 23:26:00,TXN599,ACC6,94137.49,MerchantF,Withdrawal,Los Angeles,23.0,Thursday,False,-0.027322045213885482,1
2023-02-03 23:13:00,TXN1983,ACC14,92852.98,MerchantF,Withdrawal,Los Angeles,23.0,Friday,False,-0.027322045213885482,1
2023-01-30 23:54:00,TXN823,ACC1,98564.56,MerchantF,Withdrawal,Los Angeles,23.0,Monday,True,-0.027322045213885482,1
2023-05-15 00:43:00,TXN694,ACC8,9304.92,MerchantF,Withdrawal,Los Angeles,0.0,Monday,False,-0.02709310598847514,1
2023-05-20 03:35:00,TXN777,ACC6,2769.66,MerchantF,Withdrawal,Los Angeles,3.0,Saturday,False,-0.02702548789748016,1
2023-01-27 00:11:00,TXN1204,ACC7,86353.23,MerchantF,Withdrawal,Los Angeles,0.0,Friday,False,-0.027012192952312608,1
2023-01-19 23:49:00,TXN116,ACC1,91799.74,MerchantF,Withdrawal,Los Angeles,23.0,Thursday,False,-0.026948299921672803,1
2023-05-26 23:40:00,TXN1692,ACC1,91335.79,MerchantF,Withdrawal,Los Angeles,23.0,Friday,False,-0.026948299921672803,1
2023-03-14 23:19:00,TXN1029,ACC5,91756.91,MerchantF,Withdrawal,Los Angeles,23.0,Tuesday,False,-0.026948299921672803,1
2023-03-02 02:40:00,TXN887,ACC6,96190.08,MerchantF,Withdrawal,Los Angeles,2.0,Thursday,True,-0.026897837053576068,1
2023-01-17 02:32:00,TXN302,ACC5,96292.94,MerchantF,Withdrawal,Los Angeles,2.0,Tuesday,True,-0.026897837053576068,1
2023-04-23 03:28:00,TXN1516,ACC6,98409.62,MerchantF,Withdrawal,Los Angeles,3.0,Sunday,True,-0.026888803763422398,1
2023-01-19 03:43:00,TXN1226,ACC2,97459.3,MerchantF,Withdrawal,Los Angeles,3.0,Thursday,True,-0.026888803763422398,1
2023-03-17 00:51:00,TXN400,ACC5,86258.1,MerchantH,Transfer,Tokyo,0.0,Friday,False,-0.0267004765232578,1
2023-02-11 01:30:00,TXN21,ACC2,5948.07,MerchantF,Withdrawal,Los Angeles,1.0,Saturday,False,-0.026596551555951864,1
2023-02-15 01:57:00,TXN144,ACC11,6257.49,MerchantF,Withdrawal,Los Angeles,1.0,Wednesday,False,-0.026596551555951864,1
2023-03-16 23:08:00,TXN606,ACC14,491.45,MerchantB,Withdrawal,Los Angeles,23.0,Thursday,False,-0.0265860217744327,1
2023-01-03 00:27:00,TXN96,ACC6,97285.93,MerchantH,Withdrawal,Los Angeles,0.0,Tuesday,True,-0.026560911614482374,1
2023-02-06 00:58:00,TXN903,ACC1,98640.65,MerchantH,Withdrawal,Los Angeles,0.0,Monday,True,-0.026560911614482374,1
2023-03-08 00:35:00,TXN1983,ACC5,98461.62,MerchantH,Withdrawal,Los Angeles,0.0,Wednesday,True,-0.026560911614482374,1
2023-05-28 00:25:00,TXN1277,ACC4,89034.54,MerchantG,Withdrawal,Tokyo,0.0,Sunday,False,-0.026551651692448885,1
2023-03-21 00:23:00,TXN962,ACC6,97.38,MerchantI,Withdrawal,Los Angeles,0.0,Tuesday,False,-0.026530849811020052,1
2023-03-24 02:29:00,TXN389,ACC7,93144.49,MerchantF,Withdrawal,Los Angeles,2.0,Friday,False,-0.026524378677726612,1
2023-04-29 02:52:00,TXN210,ACC12,93187.43,MerchantF,Withdrawal,Los Angeles,2.0,Saturday,False,-0.026524378677726612,1
2023-04-10 02:36:00,TXN711,ACC6,93983.66,MerchantF,Withdrawal,Los Angeles,2.0,Monday,False,-0.026524378677726612,1
2023-05-17 00:18:00,TXN469,ACC5,93055.72,MerchantE,Transfer,Los Angeles,0.0,Wednesday,False,-0.026505514835052035,1
2023-04-03 23:38:00,TXN1833,ACC4,89773.13,MerchantH,Transfer,Tokyo,23.0,Monday,False,-0.026429739549577835,1
2023-02-25 04:42:00,TXN1547,ACC4,2946.01,MerchantF,Withdrawal,Los Angeles,4.0,Saturday,False,-0.02642462309971716,1
2023-05-08 00:55:00,TXN378,ACC12,4948.41,MerchantE,Withdrawal,San Francisco,0.0,Monday,False,-0.026404266935153964,1
2023-03-24 00:04:00,TXN1243,ACC15,4318.72,MerchantE,Withdrawal,San Francisco,0.0,Friday,False,-0.026404266935153964,1
2023-01-13 00:16:00,TXN542,ACC3,3496.94,MerchantE,Withdrawal,San Francisco,0.0,Friday,False,-0.026404266935153964,1
2023-05-03 01:37:00,TXN574,ACC11,94816.05,MerchantH,Withdrawal,Tokyo,1.0,Wednesday,False,-0.026351772729902856,1
2023-04-12 01:02:00,TXN1836,ACC4,95334.25,MerchantH,Withdrawal,Tokyo,1.0,Wednesday,True,-0.026351772729902856,1
2023-04-08 05:24:00,TXN824,ACC13,1498.77,MerchantF,Withdrawal,Los Angeles,5.0,Saturday,False,-0.026290806515216425,1
2023-02-01 00:58:00,TXN991,ACC5,92110.03,MerchantH,Purchase,Tokyo,0.0,Wednesday,False,-0.02623210703832013,1
2023-04-25 00:26:00,TXN742,ACC13,89421.04,MerchantH,Withdrawal,Tokyo,0.0,Tuesday,False,-0.026218592807958796,1
2023-03-22 23:17:00,TXN717,ACC9,95143.36,MerchantE,Transfer,Los Angeles,23.0,Wednesday,True,-0.02617800280077065,1
2023-01-04 23:50:00,TXN34,ACC8,91474.03,MerchantE,Transfer,Los Angeles,23.0,Wednesday,False,-0.02617800280077065,1
2023-05-15 01:38:00,TXN1851,ACC4,95027.77,MerchantG,Withdrawal,Tokyo,1.0,Monday,True,-0.026170464779048053,1
2023-04-09 01:05:00,TXN1842,ACC4,99994.04,MerchantG,Withdrawal,Tokyo,1.0,Sunday,True,-0.026170464779048053,1
2023-02-01 01:12:00,TXN36,ACC7,94461.83,MerchantG,Withdrawal,Tokyo,1.0,Wednesday,False,-0.026170464779048053,1
2023-04-11 23:59:00,TXN442,ACC13,1323.75,MerchantG,Withdrawal,Tokyo,23.0,Tuesday,False,-0.026028754658498188,1
2023-02-26 00:33:00,TXN106,ACC8,98790.3,MerchantF,Withdrawal,Tokyo,0.0,Sunday,True,-0.026013619694528423,1
2023-02-21 00:01:00,TXN61,ACC15,98975.26,MerchantF,Withdrawal,Tokyo,0.0,Tuesday,True,-0.026013619694528423,1
2023-03-07 22:13:00,TXN1631,ACC6,2994.93,MerchantE,Withdrawal,Los Angeles,22.0,Tuesday,False,-0.025987690337225366,1
2023-03-29 00:02:00,TXN824,ACC6,1221.01,MerchantF,Withdrawal,San Francisco,0.0,Wednesday,False,-0.025927630323186457,1
2023-03-17 04:37:00,TXN1767,ACC7,93936.21,MerchantF,Withdrawal,Los Angeles,4.0,Friday,False,-0.02585954953875602,1
2023-04-08 02:52:00,TXN986,ACC4,97885.51,MerchantH,Withdrawal,Tokyo,2.0,Saturday,True,-0.02583348077995007,1
2023-01-22 02:06:00,TXN1196,ACC6,96800.91,MerchantH,Withdrawal,Tokyo,2.0,Sunday,True,-0.02583348077995007,1
2023-02-13 23:15:00,TXN1153,ACC10,7435.95,MerchantF,Withdrawal,Los Angeles,23.0,Monday,False,-0.02582193417544143,1
2023-05-31 01:14:00,TXN299,ACC9,95091.39,MerchantF,Withdrawal,San Francisco,1.0,Wednesday,True,-0.02581516952583829,1
2023-05-22 01:54:00,TXN1130,ACC9,94625.64,MerchantF,Withdrawal,San Francisco,1.0,Monday,False,-0.02581516952583829,1
2023-03-19 00:55:00,TXN1729,ACC1,88571.1,MerchantG,Withdrawal,Tokyo,0.0,Sunday,False,-0.025805455663869492,1
2023-05-02 00:58:00,TXN276,ACC14,82682.77,MerchantF,Withdrawal,Los Angeles,0.0,Tuesday,False,-0.025770409813795636,1
2023-02-16 00:14:00,TXN916,ACC3,90618.42,MerchantE,Transfer,Los Angeles,0.0,Thursday,False,-0.025759381195384234,1
2023-01-11 00:17:00,TXN686,ACC5,92313.53,MerchantE,Transfer,Los Angeles,0.0,Wednesday,False,-0.025759381195384234,1
2023-04-25 23:03:00,TXN1861,ACC6,5954.46,MerchantI,Withdrawal,Los Angeles,23.0,Tuesday,False,-0.025574074220598986,1
2023-02-27 04:59:00,TXN1905,ACC7,92148.12,MerchantF,Withdrawal,Los Angeles,4.0,Monday,False,-0.025486793416435893,1
2023-02-08 04:53:00,TXN241,ACC14,4015.23,MerchantF,Withdrawal,Los Angeles,4.0,Wednesday,False,-0.025305965111540152,1
2023-01-26 00:14:00,TXN1962,ACC12,1070.31,MerchantE,Withdrawal,Los Angeles,0.0,Thursday,False,-0.025267497105880277,1
2023-03-25 01:34:00,TXN957,ACC8,91098.28,MerchantH,Withdrawal,Tokyo,1.0,Saturday,False,-0.025233262460448214,1
2023-02-03 01:08:00,TXN1940,ACC8,90770.89,MerchantH,Withdrawal,Tokyo,1.0,Friday,False,-0.025233262460448214,1
2023-01-03 23:21:00,TXN984,ACC5,4119.52,MerchantI,Withdrawal,Los Angeles,23.0,Tuesday,False,-0.025201511181646263,1
2023-04-11 23:16:00,TXN984,ACC6,4145.87,MerchantI,Withdrawal,Los Angeles,23.0,Tuesday,False,-0.025201511181646263,1
2023-04-27 23:49:00,TXN931,ACC3,5246.92,MerchantI,Withdrawal,Los Angeles,23.0,Thursday,False,-0.025201511181646263,1
2023-04-24 00:06:00,TXN197,ACC4,980.02,MerchantF,Transfer,Los Angeles,0.0,Monday,False,-0.02516248503063634,1
2023-01-14 23:14:00,TXN1175,ACC12,1417.05,MerchantI,Withdrawal,San Francisco,23.0,Saturday,False,-0.02514515722559174,1
2023-04-14 04:33:00,TXN1826,ACC3,91455.41,MerchantF,Withdrawal,Los Angeles,4.0,Friday,False,-0.025114289410508195,1
2023-03-12 00:27:00,TXN1431,ACC5,1345.45,MerchantJ,Withdrawal,Los Angeles,0.0,Sunday,False,-0.025113603232845394,1
2023-01-14 18:29:00,TXN944,ACC12,1330.7,MerchantF,Withdrawal,Los Angeles,18.0,Saturday,False,-0.025077001065189952,1
2023-05-31 18:43:00,TXN681,ACC2,190.89,MerchantF,Withdrawal,Los Angeles,18.0,Wednesday,False,-0.025077001065189952,1
2023-02-02 03:56:00,TXN1509,ACC3,95349.24,MerchantF,Withdrawal,Los Angeles,3.0,Thursday,True,-0.02504587746976561,1
2023-03-22 00:46:00,TXN1192,ACC7,73845.97,MerchantF,Withdrawal,Los Angeles,0.0,Wednesday,False,-0.02502527022540979,1
2023-03-17 01:12:00,TXN1105,ACC13,94627.0,MerchantH,Transfer,Tokyo,1.0,Friday,False,-0.024996633824354908,1
2023-01-24 23:25:00,TXN730,ACC12,1371.55,MerchantG,Transfer,Tokyo,23.0,Tuesday,False,-0.024813848092811508,1
2023-01-22 23:40:00,TXN1435,ACC14,893.5,MerchantG,Transfer,Tokyo,23.0,Sunday,False,-0.024813848092811508,1
2023-01-30 23:31:00,TXN1123,ACC6,495.36,MerchantG,Transfer,Tokyo,23.0,Monday,False,-0.024813848092811508,1
2023-02-04 23:58:00,TXN1667,ACC1,434.29,MerchantG,Transfer,Tokyo,23.0,Saturday,False,-0.024813848092811508,1
2023-03-11 01:41:00,TXN1818,ACC4,7244.32,MerchantF,Withdrawal,Los Angeles,1.0,Saturday,False,-0.024797763323862188,1
2023-02-07 23:41:00,TXN67,ACC3,206.24,MerchantE,Withdrawal,San Francisco,23.0,Tuesday,False,-0.024764403561358894,1
2023-01-13 00:30:00,TXN1344,ACC1,96306.0,MerchantH,Withdrawal,Los Angeles,0.0,Friday,True,-0.02471907973115639,1
2023-04-30 01:10:00,TXN1808,ACC15,90450.65,MerchantG,Withdrawal,Tokyo,1.0,Sunday,False,-0.02468011199975928,1
2023-03-01 00:46:00,TXN1101,ACC5,85912.26,MerchantH,Transfer,Tokyo,0.0,Wednesday,False,-0.024678785642083367,1
2023-05-31 00:14:00,TXN1525,ACC14,81268.57,MerchantF,Withdrawal,Los Angeles,0.0,Wednesday,False,-0.024653078374145432,1
2023-01-22 00:40:00,TXN300,ACC15,82089.07,MerchantF,Withdrawal,Los Angeles,0.0,Sunday,False,-0.024653078374145432,1
2023-01-04 01:36:00,TXN305,ACC7,93538.87,MerchantH,Transfer,Tokyo,1.0,Wednesday,False,-0.02462446134153473,1
2023-03-18 01:30:00,TXN514,ACC11,91639.21,MerchantH,Transfer,Tokyo,1.0,Saturday,False,-0.02462446134153473,1
